Image ID,Post ID,Ticket ID,Summary ,Image URL,Image Identifier,post Longitude,Post Latitude,main category,Cat option 1,Cat option 2,Cat option 3,Cat option 4,url working
851,1933,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1933.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzMy4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
852,1932,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1932.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzMi4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
853,1931,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1931.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzMS4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
854,1930,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1930.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkzMC4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
855,1929,,5th avenue road in gowon estate egbeda is in a terrible state ,http://rrci.rarare.com/photos/1929.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyOS4xLm1vYmlsZS5qcGVn,3.291426897,6.600734234,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
856,1928,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1928.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyOC4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
857,1927,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1927.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyNy4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
858,1926,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1926.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyNi4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
859,1925,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1925.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyNS4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
860,1924,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1924.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyNC4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,TRUE
861,1923,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1923.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyMy4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
862,1922,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1922.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyMi4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
863,1921,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1921.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyMS4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
864,1920,,There are refuse littered all over the road on hostel bustop in ikotun,http://rrci.rarare.com/photos/1920.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkyMC4xLm1vYmlsZS5qcGVn,3.281433344,6.541964531,rubbish on the street,risk of disease outbreak,waste management,public locale is dirty,dead animal,FALSE
865,1919,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1919.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxOS4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
866,1918,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1918.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxOC4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
867,1917,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1917.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxNy4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
868,1916,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1916.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxNi4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
869,1915,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1915.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxNS4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
870,1914,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1914.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxNC4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
871,1913,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1913.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxMy4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
872,1912,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1912.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxMi4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
873,1911,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1911.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxMS4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
874,1910,,The road in Akesan side of Alimosho local government is very bad and residents are finding it difficult to commute ,http://rrci.rarare.com/photos/1910.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkxMC4xLm1vYmlsZS5qcGVn,3.230618715,6.542054653,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
875,1909,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1909.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwOS4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
876,1908,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1908.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwOC4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
877,1907,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1907.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwNy4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
878,1906,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1906.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwNi4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
879,1905,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1905.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwNS4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
880,1904,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1904.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwNC4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
881,1903,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1903.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwMy4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
882,1902,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1902.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwMi4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
883,1901,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1901.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwMS4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
884,1900,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1900.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTkwMC4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
885,1899,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1899.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5OS4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
886,1898,,The road in Ijeshatedo Suruelre is in a very terrible state and needs urgent attention from the state government ,http://rrci.rarare.com/photos/1898.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5OC4xLm1vYmlsZS5qcGVn,3.327558994,6.494102955,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
887,1897,,The whole of Benin-Ore-Shagamu road is in a very terrible situation ,http://rrci.rarare.com/photos/1897.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5Ny4xLm1vYmlsZS5qcGVn,5.606971741,6.40747118,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
888,1896,,Road leading to tincan on apapa expressway needs urgent attention ,http://rrci.rarare.com/photos/1896.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5Ni4xLm1vYmlsZS5qcGVn,3.367971897,6.449411869,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
889,1895,,Big pothole on obajana - Kabba road in kogi state,http://rrci.rarare.com/photos/1895.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5NS4xLm1vYmlsZS5qcGVn,6.433163166,7.919552803,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
890,1894,,Pothole on  awka road in onitsha ,http://rrci.rarare.com/photos/1894.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5NC4xLm1vYmlsZS5qcGVn,6.804166317,6.149830818,potholes - safety hazard,abandoned car,defective public transport,illegal road block,defective roadworks,TRUE
891,1893,,The whole of old abakaliki road and rehab road in enugu is bad,http://rrci.rarare.com/photos/1893.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5My4xLm1vYmlsZS5qcGVn,7.566340923,6.468120575,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
892,1892,,The whole of old abakaliki road and rehab road in enugu is bad,http://rrci.rarare.com/photos/1892.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5Mi4xLm1vYmlsZS5qcGVn,7.566340923,6.468120575,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
893,1891,,The whole of old abakaliki road and rehab road in enugu state is in a terrible state,http://rrci.rarare.com/photos/1891.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5MS4xLm1vYmlsZS5qcGVn,7.566340923,6.468120575,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
894,1890,,"The roads of Umunya, Oyi L.G.A  in Enugu is in a terrible state ",http://rrci.rarare.com/photos/1890.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg5MC4xLm1vYmlsZS5qcGVn,6.905457973,6.217244625,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
895,1889,,"The roads of Umunya, Oyi L.G.A  in Enugu is in a terrible state ",http://rrci.rarare.com/photos/1889.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4OS4xLm1vYmlsZS5qcGVn,6.905457973,6.217244625,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
896,1888,,"The roads of Umunya, Oyi L.G.A  in Enugu is in a terrible state ",http://rrci.rarare.com/photos/1888.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4OC4xLm1vYmlsZS5qcGVn,6.905457973,6.217244625,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
897,1887,,"The roads of Umunya, Oyi L.G.A  in Enugu is in a terrible state ",http://rrci.rarare.com/photos/1887.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4Ny4xLm1vYmlsZS5qcGVn,6.918456078,6.204880714,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,TRUE
898,1886,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1886.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4Ni4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
899,1885,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1885.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4NS4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
900,1884,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1884.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4NC4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
901,1883,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1883.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4My4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
902,1882,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1882.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4Mi4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
903,1881,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1881.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4MS4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
904,1880,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1880.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg4MC4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
905,1879,,Road of agbogboke in yaba Ondo state is in a very terrible state and requires urgent attention ,http://rrci.rarare.com/photos/1879.1.mobile.jpeg,aHR0cDovL3JyY2kucmFyYXJlLmNvbS9waG90b3MvMTg3OS4xLm1vYmlsZS5qcGVn,4.846805096,7.102919579,defective roadworks,potholes - safety hazard,abandoned car,defective public transport,illegal road block,FALSE
